OBJECTID,Survey By,Date Audited,Type of Crosswalk,Width of Crosswalk,Cross Slope of Crosswalk,Crosswalk Paint Condition,GlobalID,created_user,created_date,last_edited_user,last_edited_date,Asset ID,x,y
975,LW,9/19/2023 12:42:36 PM,L,10,<= 2%,G,53afde0e-3504-4464-835e-9cdc70fefa8c,ENORTON,9/28/2023 2:05:56 PM,ENORTON,9/28/2023 2:05:56 PM,CRW-01749,1742320.08643997,646971.246471807
976,SD,8/18/2023 1:25:03 PM,L,10,> 5%,G,521132c5-b9b4-46fa-9c59-5f3de717c42a,ENORTON,8/21/2023 4:38:46 PM,ENORTON,7/15/2024 2:43:01 PM,CRW-01529,1732128.72263639,658439.190071315
977,SD,8/1/2023 12:00:01 PM,L,9,2% - 5%,G,d6a23dae-75b5-4881-9778-bfb4c3aca2ae,ENORTON,8/8/2023 12:17:10 PM,ENORTON,7/16/2024 4:27:35 PM,CRW-01213,1733070.3050708,656935.373197064
978,AD,6/28/2023 5:48:05 PM,L,8,<= 2%,G,57b15350-6397-44c2-a737-ca296eef3b4d,ENORTON,7/7/2023 6:35:14 PM,ENORTON,7/25/2024 12:49:53 PM,CRW-00843,1732353.36424747,665803.50244239
979,CW,7/27/2023 5:31:16 PM,L,12,2% - 5%,P,e93444d7-5ad5-472c-997f-11de00a94ccb,ENORTON,8/1/2023 6:23:49 PM,ENORTON,7/16/2024 4:27:35 PM,CRW-01187,1726846.42677055,665496.435471222
980,JoS,6/28/2023 3:27:18 PM,L,10,2% - 5%,G,057655eb-e283-4fbf-abeb-43c7907e3111,ENORTON,7/7/2023 6:35:14 PM,ENORTON,7/25/2024 12:49:53 PM,CRW-00829,1737475.96522272,667888.592760399
981,LN,7/13/2023 2:28:11 PM,L,10,> 5%,P,9aa7f64a-b38e-4072-81bf-ba152ddc40fa,ENORTON,7/17/2023 4:49:20 PM,ENORTON,7/16/2024 4:51:39 PM,CRW-01071,1732928.80469763,654902.359546557
982,TR,9/20/2023 9:52:08 PM,L,10,2% - 5%,G,a4565c93-6ef1-4824-ba88-3a7522bc3bd4,ENORTON,9/28/2023 2:05:56 PM,ENORTON,7/15/2024 1:25:22 PM,CRW-01780,1755235.37786655,644319.546394646
983,CW,7/7/2023 8:14:13 PM,L,12,2% - 5%,F,79f2cae0-35b3-430c-953a-856a856ed86c,ENORTON,7/11/2023 5:30:19 PM,ENORTON,7/16/2024 4:59:06 PM,CRW-00997,1726258.76062305,668748.323980555
984,SD,8/15/2023 2:10:06 PM,L,10,2% - 5%,G,6abc5e39-32db-41a5-b426-9c0fa15abe86,ENORTON,8/21/2023 4:38:46 PM,ENORTON,7/11/2024 7:18:21 PM,CRW-01464,1732055.30644463,657762.016556889
985,LW,9/5/2023 12:39:17 PM,L,10,2% - 5%,F,11c40d92-3d95-4358-860d-6b75d4454aed,ENORTON,9/11/2023 4:05:50 PM,ENORTON,7/15/2024 1:50:22 PM,CRW-01688,1747000.2004393,651369.27310881
986,JE,6/20/2023 4:58:01 PM,L,10,2% - 5%,G,9e0357b5-098a-4e28-aa92-b5b7bb4d23f5,ENORTON,6/28/2023 3:39:38 PM,ENORTON,7/25/2024 1:10:40 PM,CRW-00542,1737373.86208047,667189.480969638
987,KB,9/26/2023 4:14:31 PM,L,10,<= 2%,G,6151cedb-2908-42cc-ba76-0f488ec3c81c,ENORTON,10/2/2023 4:52:19 PM,ENORTON,7/15/2024 1:25:22 PM,CRW-01807,1725547.4933448,675384.566941649
988,TM,8/29/2023 2:28:02 PM,L,11,2% - 5%,F,8408efcb-6c8f-4f81-a010-7a89ab5e753b,ENORTON,9/6/2023 4:10:45 PM,ENORTON,7/15/2024 1:50:22 PM,CRW-01631,1727377.44145656,675202.630953804
989,SD,8/10/2023 2:03:52 PM,L,10,<= 2%,P,2396041c-e130-4136-b3e3-cb2f24a8154e,ENORTON,8/14/2023 6:03:25 PM,ENORTON,7/15/2024 3:10:10 PM,CRW-01386,1728875.32953689,656858.04690814
990,LW,8/10/2023 4:40:34 PM,T,12,<= 2%,P,21306d9e-ad5e-4ec1-b410-5aa5ba5f6aab,ENORTON,8/14/2023 6:03:25 PM,ENORTON,7/16/2024 3:38:21 PM,CRW-01405,1734423.37716781,662911.95638822
991,JoS,7/10/2023 5:07:10 PM,L,10,> 5%,P,e7ef54e2-24eb-4c2e-b008-60132566d7ce,ENORTON,7/17/2023 4:49:20 PM,ENORTON,7/16/2024 4:59:06 PM,CRW-01000,1729778.93501313,661363.10515523
992,JoS,9/8/2023 6:12:07 PM,T,8,2% - 5%,P,f5e0fc6e-f26a-4f3f-8de6-37d6c5f6603f,ENORTON,9/11/2023 4:05:50 PM,ENORTON,7/11/2024 3:54:49 PM,CRW-01737,1733083.66757689,661838.574676722
993,JB,12/6/2023 8:01:12 PM,L,10,<= 2%,P,c03b6412-639f-44e6-9bda-dff3637a2134,ENORTON,12/11/2023 6:52:58 PM,ENORTON,7/15/2024 1:05:51 PM,CRW-02030,1744794.36331555,669187.400858313
994,JE,6/12/2023 7:44:18 PM,L,10,2% - 5%,P,960ef3a6-582e-4326-ab9a-f95570f44c49,ENORTON,6/22/2023 1:53:20 PM,ENORTON,7/25/2024 1:51:08 PM,CRW-00385,1737689.70265613,668006.957681149
995,JE,6/9/2023 3:48:01 PM,L,10,2% - 5%,G,6c2f4849-cbc8-4e7d-9b99-a64213132a87,ENORTON,6/22/2023 1:48:41 PM,ENORTON,7/25/2024 1:56:27 PM,CRW-00358,1737702.40276197,666115.876489565
996,LW,8/10/2023 2:54:08 PM,L,10,2% - 5%,P,7a6a5262-599c-4e0c-8476-bbbe1020e37e,ENORTON,8/14/2023 6:03:25 PM,ENORTON,7/16/2024 3:38:21 PM,CRW-01397,1733553.10758288,664322.856125474
997,KB,7/21/2023 1:20:02 PM,L,10,<= 2%,P,0c7df610-8e55-4ec6-bdfd-b7d2a4e5c616,ENORTON,7/24/2023 3:48:55 PM,ENORTON,7/16/2024 4:41:23 PM,CRW-01127,1730321.38045055,652912.907816812
998,LW,10/11/2023 1:36:07 PM,L,10,2% - 5%,F,ed753ca3-a8bc-4a29-8e4e-65a837e9af23,ENORTON,10/19/2023 3:36:47 PM,ENORTON,7/15/2024 1:25:22 PM,CRW-01875,1750539.82360938,676545.666653559
999,JS,6/1/2023 5:30:33 PM,L,10,<= 2%,P,b446d617-f2ec-41e4-b6e6-6b09eba322d9,ENORTON,6/5/2023 11:20:39 PM,ENORTON,7/25/2024 2:25:53 PM,CRW-00278,1737803.65255947,665079.600674972
1000,CW,5/25/2023 5:49:36 PM,L,12,2% - 5%,P,89f79bd5-d210-4be0-a287-2481442f2a3d,ENORTON,5/30/2023 5:31:38 PM,ENORTON,7/25/2024 3:15:27 PM,CRW-00109,1741007.88630848,664870.029243723
1001,KB,8/11/2023 1:19:28 PM,L,10,2% - 5%,F,523f9a9a-2d04-4b45-958d-96a73be2c301,ENORTON,8/14/2023 6:03:25 PM,ENORTON,7/12/2024 12:48:43 PM,CRW-01416,1730696.76552655,657202.421219394
1002,CW,6/22/2023 8:17:01 PM,L,10,2% - 5%,P,bcaac43a-83dd-4a01-b93b-70331e4633cd,ENORTON,6/28/2023 3:39:38 PM,ENORTON,7/25/2024 12:59:47 PM,CRW-00590,1736425.58674605,663898.468522817
1003,JE,6/16/2023 5:56:19 PM,L,7,2% - 5%,G,5b75f34b-b192-433c-a618-95ddf78f84f9,ENORTON,6/22/2023 1:53:20 PM,ENORTON,7/25/2024 1:39:44 PM,CRW-00473,1737467.90880838,666627.388589889
1004,MM,6/9/2023 3:35:18 PM,L,10,<= 2%,P,757861f9-59af-4fd5-89f0-576ab4a602c2,ENORTON,6/22/2023 1:48:41 PM,ENORTON,7/25/2024 1:56:27 PM,CRW-00355,1735648.0400728,671941.38878864
1005,JoS,9/19/2023 7:04:01 PM,L,6,> 5%,F,0d70ee8f-3243-4a5a-98a3-6438ff10f8b5,ENORTON,9/28/2023 2:05:56 PM,ENORTON,7/15/2024 1:25:22 PM,CRW-01758,1732286.07107498,661809.096389234
1006,LW,8/7/2023 1:11:08 PM,L,10,<= 2%,F,0f7ce12f-5ec7-40f6-9735-e10b4e129d93,ENORTON,8/14/2023 6:03:25 PM,ENORTON,7/16/2024 3:44:11 PM,CRW-01316,1731537.38654873,663163.190793887
1007,LW,10/13/2023 2:18:05 PM,L,10,<= 2%,F,843b4fe6-8576-4e36-a11d-fdedd634f58f,ENORTON,10/19/2023 3:36:47 PM,ENORTON,10/19/2023 3:36:47 PM,CRW-01907,1752023.93842331,676369.479013816
1008,CW,5/25/2023 6:09:01 PM,L,10,2% - 5%,P,e17a70d7-379a-43ca-b7b1-0ea18dfa1c8d,ENORTON,5/30/2023 5:31:38 PM,ENORTON,7/25/2024 3:15:27 PM,CRW-00117,1740999.99918513,663204.547666565
1009,KB,7/4/2023 2:16:06 PM,L,10,2% - 5%,G,85510875-6af0-4a27-bda2-272d6a353e07,ENORTON,7/11/2023 5:30:19 PM,ENORTON,8/9/2023 4:47:42 PM,CRW-00930,1733176.80059272,650611.400936887
1010,JB,12/5/2023 2:40:04 PM,L,10,<= 2%,F,19c785e3-1b50-4ae8-af02-2a147dbc2624,ENORTON,12/11/2023 6:52:58 PM,ENORTON,7/15/2024 1:05:51 PM,CRW-02019,1741044.82553905,671778.753943309
1011,CW,8/14/2023 9:41:07 PM,L,10,2% - 5%,P,dd936618-4f76-467a-94b2-14dff85e5ac0,ENORTON,8/21/2023 4:38:46 PM,ENORTON,7/16/2024 3:33:04 PM,CRW-01451,1745999.00099814,663448.596391067
1012,RM,4/25/2023 4:46:07 PM,L,10,2% - 5%,G,bec3888a-756d-46b8-b5aa-99f6d9992539,VDR-JOMARTIN,5/1/2023 6:28:21 PM,ENORTON,7/25/2024 3:19:15 PM,CRW-00038,1734589.39717697,671440.893070474
1013,CW,6/9/2023 9:08:29 PM,L,0,2% - 5%,P,c77b69b0-09ee-4041-b6ba-a60da4bc707d,ENORTON,6/22/2023 1:48:41 PM,ENORTON,7/25/2024 1:56:27 PM,CRW-00368,1738455.6092608,661010.087160483
1014,SD,11/14/2023 3:43:04 PM,T,8,> 5%,F,f35dbe4e-1194-42e6-bb9b-58c38ad2c463,ENORTON,11/20/2023 5:18:19 PM,ENORTON,7/15/2024 1:12:20 PM,CRW-01959,1745687.10431223,673302.931997314
1015,JoS,11/2/2023 2:23:01 PM,L,6,2% - 5%,G,916ce74b-e3cc-4a76-ade0-2e2ff32f8d9b,ENORTON,11/6/2023 3:33:43 PM,ENORTON,7/15/2024 1:12:20 PM,CRW-01929,1744888.03504422,667157.173291475
1016,JoS,9/20/2023 7:17:17 PM,L,10,2% - 5%,F,73b76ec9-5b3e-47b0-b81e-561d2db5f3fe,ENORTON,9/28/2023 2:05:56 PM,ENORTON,7/15/2024 1:25:22 PM,CRW-01779,1733343.72545572,662581.811379224
1017,LW,8/5/2023 1:22:08 PM,L,10,2% - 5%,P,3dc73c25-6f1d-4055-b286-7ded6c9cea59,ENORTON,8/8/2023 12:17:10 PM,ENORTON,7/16/2024 3:54:31 PM,CRW-01309,1729671.9457258,663976.645859897
1018,CW,5/24/2023 8:56:34 PM,T,10,2% - 5%,F,aaa835c5-8d80-4bc5-8c42-2874dee3bbb1,ENORTON,5/30/2023 5:31:38 PM,ENORTON,7/25/2024 3:19:15 PM,CRW-00082,1738511.96052605,668127.562754899
1019,MM,6/15/2023 12:30:03 PM,T,7,> 5%,P,60ea920d-4303-48bd-81c6-b463caac7695,ENORTON,6/22/2023 1:53:20 PM,ENORTON,7/25/2024 1:39:44 PM,CRW-00436,1735692.66826439,670962.344814971
1020,TR,9/25/2023 8:14:28 PM,L,10,2% - 5%,G,92649d56-7eb3-49e4-9281-53cc2f8e0e74,ENORTON,10/2/2023 4:52:19 PM,ENORTON,7/15/2024 1:25:22 PM,CRW-01799,1755293.0184993,644364.03679122
1021,KB,9/21/2023 11:55:08 AM,T,10,2% - 5%,P,1eb62db3-5b08-4102-b65f-447910319573,ENORTON,9/28/2023 2:05:56 PM,ENORTON,9/28/2023 2:05:56 PM,CRW-01782,1729508.18981972,673220.647056893
1022,SD,10/13/2023 1:20:02 PM,L,10,2% - 5%,P,cad533c5-28c7-417b-88ed-d02de4560dfc,ENORTON,10/19/2023 3:36:47 PM,ENORTON,7/15/2024 1:12:20 PM,CRW-01905,1722476.36070755,666802.159237728
1023,SD,8/2/2023 3:09:07 PM,L,10,2% - 5%,P,5f592d04-af28-4588-a142-a2fe401ef799,ENORTON,8/8/2023 12:17:10 PM,ENORTON,7/16/2024 4:20:00 PM,CRW-01243,1730660.97688422,656639.607712477
1024,RL,6/20/2023 12:37:39 PM,L,10,2% - 5%,P,e6196a59-2e7a-47d5-b3b7-4d57e7be889b,ENORTON,6/28/2023 3:39:38 PM,ENORTON,7/25/2024 1:24:33 PM,CRW-00527,1738093.17560247,669016.329021975
1025,JoS,7/31/2023 2:45:18 PM,L,10,2% - 5%,G,a5a5c35b-63f8-4684-b8d1-9fe0b7197fa8,ENORTON,8/8/2023 12:17:10 PM,ENORTON,7/16/2024 4:27:35 PM,CRW-01199,1728289.33530205,660107.743164644
1026,KB,7/5/2023 12:25:01 PM,L,10,<= 2%,G,71964b29-bfb6-4ed5-a61e-b854ac3ad35b,ENORTON,7/11/2023 5:30:19 PM,ENORTON,7/25/2024 12:33:36 PM,CRW-00949,1735086.31744297,651899.452166557
1027,CW,10/12/2023 8:23:08 PM,L,10,<= 2%,G,4b7e3e9a-fabe-4dac-92f9-62c4786f7fe8,ENORTON,10/19/2023 3:36:47 PM,ENORTON,7/15/2024 1:19:17 PM,CRW-01903,1749554.14283797,671893.07983014
1028,JoS,6/26/2023 4:38:01 PM,L,10,2% - 5%,P,c9249aa1-e619-4110-947b-5f83549e04cd,ENORTON,7/7/2023 6:35:14 PM,ENORTON,7/7/2023 6:35:14 PM,CRW-00765,1736001.74048088,668612.330486149
1029,CW,5/25/2023 6:24:17 PM,L,10,2% - 5%,P,566fbb18-88a2-4f5d-afc2-908055f3263f,ENORTON,5/30/2023 5:31:38 PM,ENORTON,7/24/2024 8:23:08 PM,CRW-00126,1740690.83608955,663025.0335899
1030,CW,5/24/2023 8:58:02 PM,T,10,2% - 5%,P,578d055c-3ea7-4885-a40a-49014f885f28,ENORTON,5/30/2023 5:31:38 PM,ENORTON,7/24/2024 8:32:23 PM,CRW-00083,1738524.38110489,668178.884174556
1031,CW,5/30/2023 4:21:14 PM,L,10,2% - 5%,G,2a62b889-96f0-418f-96a3-3b1bd6fcd284,ENORTON,6/5/2023 11:20:39 PM,ENORTON,6/5/2023 11:20:39 PM,CRW-00254,1738212.79019263,666974.291767478
1032,CW,7/25/2023 5:06:17 PM,L,10,2% - 5%,G,4bfc1a53-df1c-4a0e-b258-3ceb969bcc8e,ENORTON,8/1/2023 6:23:49 PM,ENORTON,7/16/2024 4:41:23 PM,CRW-01164,1731786.58913431,666099.66293931
1033,JSw,9/25/2023 5:35:03 PM,L,10,2% - 5%,P,d73e274f-0ba8-44f5-9848-a9b9cc5eb149,ENORTON,10/2/2023 4:52:19 PM,ENORTON,7/15/2024 1:25:22 PM,CRW-01798,1752674.28817247,644245.32639873
1034,CW,7/27/2023 3:05:05 PM,L,10,> 5%,P,08d6cd95-5d40-4302-bfd7-3f1da25858be,ENORTON,8/1/2023 6:23:49 PM,ENORTON,7/16/2024 4:27:35 PM,CRW-01183,1726865.91229589,665446.630780816
1035,JoS,6/28/2023 6:50:10 PM,L,10,2% - 5%,G,fba4e082-5e68-4cdf-9114-8dbf01136bd9,ENORTON,7/7/2023 6:35:14 PM,ENORTON,7/25/2024 12:49:53 PM,CRW-00854,1736218.96478397,667290.45189631
1036,AD,7/12/2023 3:47:17 PM,L,10,> 5%,G,7273f959-3571-4c56-9daa-e842ef0529cd,ENORTON,7/17/2023 4:49:20 PM,ENORTON,7/16/2024 4:53:47 PM,CRW-01061,1733491.62443814,655997.094561815
1037,RL,6/19/2023 5:52:03 PM,T,13,<= 2%,P,bd892969-059b-48da-ae91-d00875ea1954,ENORTON,6/28/2023 3:39:38 PM,ENORTON,7/17/2024 3:40:10 PM,CRW-00511,1736902.1478008,669514.91627939
1038,LW,8/10/2023 4:19:07 PM,T,13,2% - 5%,P,2ff02218-4389-45fe-9580-02222a068746,ENORTON,8/14/2023 6:03:25 PM,ENORTON,7/16/2024 3:38:21 PM,CRW-01402,1734331.35143322,662957.037990972
1039,CW,5/26/2023 9:15:03 PM,T,12,2% - 5%,P,c9dea29e-b5a1-4e6f-9f2c-bb7c1710395a,ENORTON,5/30/2023 5:31:38 PM,ENORTON,7/25/2024 2:36:41 PM,CRW-00197,1746693.88445088,672406.781230554
1040,RL,6/13/2023 11:38:05 AM,L,10,<= 2%,P,54d3362b-fbbc-45ee-ab90-0f4a9c240f71,ENORTON,6/22/2023 1:53:20 PM,ENORTON,8/10/2023 12:59:13 PM,CRW-00390,1736404.24558139,672339.611089304
1041,CW,10/2/2023 8:07:18 PM,L,10,2% - 5%,F,bc61c00c-de54-428d-b3e5-b50cd47a65c1,ENORTON,10/9/2023 3:25:06 PM,ENORTON,7/15/2024 1:25:22 PM,CRW-01840,1747163.10496914,672185.994598642
1042,JSw,8/16/2023 4:19:01 PM,L,10,<= 2%,G,f846d699-bc0a-45a0-aae2-cb2d11ae6ea9,ENORTON,8/21/2023 4:38:46 PM,ENORTON,7/16/2024 3:33:04 PM,CRW-01491,1744701.64729364,662371.854778141
1043,LW,9/8/2023 12:21:00 PM,L,10,2% - 5%,G,cd650776-86bb-4de7-96ab-38283e1c0755,ENORTON,9/11/2023 4:05:50 PM,ENORTON,7/15/2024 1:42:03 PM,CRW-01732,1741056.89834955,651202.639583811
1044,KB,9/21/2023 12:05:03 PM,T,10,2% - 5%,P,c1f8c29d-bc91-4d09-a59d-ce5d2b3509f6,ENORTON,9/28/2023 2:05:56 PM,ENORTON,7/15/2024 1:25:22 PM,CRW-01783,1729826.12980063,673228.445597723
1045,JoS,8/29/2023 6:30:09 PM,L,10,2% - 5%,F,6e366e0f-820c-4848-904a-254212f038bb,ENORTON,9/6/2023 4:10:45 PM,ENORTON,7/11/2024 5:28:36 PM,CRW-01635,1733518.2963008,661779.195202306
1046,LW,9/20/2023 12:15:14 PM,L,5,2% - 5%,G,287678f8-eeac-47e5-8aad-1f9d407267fc,ENORTON,9/28/2023 2:05:56 PM,ENORTON,7/15/2024 1:25:22 PM,CRW-01764,1743493.96696623,645489.76616706
1047,JB,11/2/2023 3:36:04 PM,L,10,<= 2%,P,31a746af-172c-4c48-9eba-bd9d00a5eb5b,ENORTON,11/6/2023 3:33:43 PM,ENORTON,7/15/2024 1:12:20 PM,CRW-01931,1741708.60209864,669609.040106893
1048,JSw,8/11/2023 3:43:05 PM,L,10,2% - 5%,G,0b46cd48-9755-41c8-933f-3dc8a7ad7b0f,ENORTON,8/14/2023 6:03:25 PM,ENORTON,7/16/2024 3:38:21 PM,CRW-01421,1733094.2912433,663084.953089476
1049,CW,6/16/2023 11:02:00 PM,L,10,2% - 5%,P,3a92f8fe-d3e8-4213-880c-f93daef969e0,ENORTON,6/22/2023 1:53:20 PM,ENORTON,7/25/2024 1:24:33 PM,CRW-00484,1742439.48744789,664197.409854054
1050,JSw,10/2/2023 3:13:38 PM,NC,0,<= 2%,NA,801c7b96-2c07-4c84-97f2-60826f029c7e,ENORTON,10/9/2023 3:25:06 PM,ENORTON,7/15/2024 1:25:22 PM,CRW-01831,1750883.02239805,669763.231727645
1051,RL,6/22/2023 12:06:31 PM,L,10,2% - 5%,F,6bf93ef6-e95c-45a6-afcf-6b0deec5b924,ENORTON,6/28/2023 3:39:38 PM,ENORTON,8/10/2023 12:11:51 PM,CRW-00577,1738573.1661123,669573.449954972
1052,JoS,6/27/2023 4:05:21 PM,L,10,2% - 5%,F,62668fec-fb73-418d-b93a-4f0e410be9c3,ENORTON,7/7/2023 6:35:14 PM,ENORTON,7/25/2024 12:59:47 PM,CRW-00786,1735986.98558913,667100.717367649
1053,CW,5/25/2023 6:58:44 PM,L,10,2% - 5%,P,b9433c6a-79cb-4103-9c09-96cb26536569,ENORTON,5/30/2023 5:31:38 PM,ENORTON,7/24/2024 8:23:08 PM,CRW-00142,1739483.96087864,663502.033292055
1054,KB,7/28/2023 11:57:11 AM,L,10,> 5%,F,a33a4ac5-8e50-418a-aa52-5b7d33cc1c35,ENORTON,8/1/2023 6:23:49 PM,ENORTON,7/16/2024 4:27:35 PM,CRW-01190,1734643.8334198,657170.707372054
1055,JE,6/8/2023 3:37:08 PM,L,10,> 5%,F,cc8bc1ae-b10a-4052-ba3c-202ca6881678,ENORTON,6/22/2023 1:48:41 PM,ENORTON,7/25/2024 1:56:27 PM,CRW-00344,1737334.39529589,665051.739182144
1056,TO,4/26/2023 3:50:08 PM,L,5,2% - 5%,G,35886c61-69ff-48b5-a6a2-ea831a252a56,VDR-JOMARTIN,5/1/2023 6:28:21 PM,VDR-JOMARTIN,5/1/2023 6:28:21 PM,CRW-00047,1733833.68444955,670589.814720139
1057,LW,8/17/2023 12:28:12 PM,L,10,<= 2%,P,1ced4f96-1247-43c9-a914-7979404ce99f,ENORTON,8/21/2023 4:38:46 PM,ENORTON,8/21/2023 4:38:46 PM,CRW-01506,1743428.74071872,661724.144787475
1058,RM,5/23/2023 4:59:10 PM,L,10,<= 2%,G,113630dc-a1d5-4834-9dfa-668d0fd9dc4f,ENORTON,5/30/2023 5:31:38 PM,ENORTON,7/25/2024 3:19:15 PM,CRW-00074,1719877.87377855,663144.216750473
1059,MC,7/21/2023 3:31:11 PM,L,10,2% - 5%,P,3c081384-a3f0-4f3e-ba87-90123d999f9c,ENORTON,7/24/2023 3:48:55 PM,ENORTON,8/9/2023 2:30:44 PM,CRW-01130,1739209.21339664,656447.446679473
1060,CW,8/2/2023 5:24:19 PM,L,6,2% - 5%,F,06d5d960-7616-47d3-bdf6-fc1974f33ad5,ENORTON,8/8/2023 12:17:10 PM,ENORTON,7/16/2024 4:20:00 PM,CRW-01259,1726956.15850647,663765.448775724
1061,JoS,8/31/2023 5:34:14 PM,L,10,2% - 5%,P,fca6b76d-0fc4-466f-b31b-9d07adf45375,ENORTON,9/6/2023 4:10:45 PM,ENORTON,9/6/2023 4:10:45 PM,CRW-01664,1732798.23015563,661881.04965739
1062,CW,6/5/2023 10:12:01 PM,L,10,2% - 5%,G,2d66aa24-c0a5-4c1c-9586-41e29eb34bb8,ENORTON,6/22/2023 1:48:41 PM,ENORTON,7/25/2024 2:25:53 PM,CRW-00305,1738432.72610447,662082.066971898
1063,TO,4/25/2023 5:42:12 PM,L,10,2% - 5%,G,7eddf0c0-6f43-4c1c-b2b0-499e47bd473b,VDR-JOMARTIN,5/1/2023 6:28:21 PM,ENORTON,7/25/2024 3:19:15 PM,CRW-00043,1734883.95236214,671584.590617731
1064,CW,5/25/2023 5:45:16 PM,L,10,2% - 5%,P,8752a581-c746-4828-b08b-8c1eb6957d8a,ENORTON,5/30/2023 5:31:38 PM,ENORTON,7/25/2024 3:15:27 PM,CRW-00108,1741064.98921263,664906.198790804
1065,CW,7/21/2023 9:01:17 PM,L,10,2% - 5%,F,9099bd4a-df3e-4e25-bb7c-1cc8191d4d99,ENORTON,7/24/2023 3:48:55 PM,ENORTON,7/16/2024 4:41:23 PM,CRW-01138,1730408.07384673,669376.925741732
1066,SD,7/25/2023 12:30:06 PM,L,10,<= 2%,P,172019e3-f3fd-438c-89fc-8f1cbbb4d9ab,ENORTON,8/1/2023 6:23:49 PM,ENORTON,7/16/2024 4:41:23 PM,CRW-01152,1739725.30652456,656488.463001639
1067,CW,5/25/2023 7:42:38 PM,T,12,2% - 5%,F,04c5941a-b50c-4dc2-9254-245d562175b6,ENORTON,5/30/2023 5:31:38 PM,ENORTON,7/25/2024 2:36:41 PM,CRW-00160,1739063.29144439,664270.206296399
1068,CW,5/24/2023 10:02:05 PM,L,10,2% - 5%,P,78bd4e4b-a93e-4057-91f3-be60b47db324,ENORTON,5/30/2023 5:31:38 PM,ENORTON,7/25/2024 3:19:15 PM,CRW-00090,1738687.12487389,667841.47310397
1069,KB,8/28/2023 5:39:35 PM,L,10,<= 2%,G,b0c1e147-2f41-4693-99cc-f071cd830447,ENORTON,9/6/2023 4:10:45 PM,ENORTON,9/6/2023 4:10:45 PM,CRW-01617,1736115.9426803,659531.585524306
1070,LW,8/23/2023 3:04:27 PM,L,10,<= 2%,F,0cb3e7da-50ea-428a-b495-b41a4cf27132,ENORTON,8/28/2023 5:37:19 PM,ENORTON,7/11/2024 5:58:15 PM,CRW-01592,1746279.13363998,660515.723319814
1071,JE,6/20/2023 2:34:09 PM,L,10,2% - 5%,G,d101e2cd-520c-42c1-b9fb-0c51bda8e908,ENORTON,6/28/2023 3:39:38 PM,ENORTON,7/25/2024 1:10:40 PM,CRW-00535,1737254.22649297,666517.958362564
1072,SD,8/2/2023 11:59:21 AM,L,10,<= 2%,P,77ddf1d2-06ed-4409-8776-9e10c015f0e5,ENORTON,8/8/2023 12:17:10 PM,ENORTON,7/16/2024 4:20:00 PM,CRW-01228,1731875.38652889,656492.858005971
1073,TO,4/25/2023 6:04:04 PM,L,10,2% - 5%,G,f350cc1a-2d42-4157-a648-c1d62051ddfc,VDR-JOMARTIN,5/1/2023 6:28:21 PM,ENORTON,7/25/2024 3:19:15 PM,CRW-00044,1734915.88569722,671603.02332364
1074,JoS,8/2/2023 4:06:06 PM,L,10,2% - 5%,P,4756d7e9-23f3-4f6b-895c-f8e9b01907d5,ENORTON,8/8/2023 12:17:10 PM,ENORTON,8/8/2023 12:17:10 PM,CRW-01251,1729233.12869005,659805.175200224
1075,LW,8/18/2023 3:18:14 PM,L,10,<= 2%,G,d784eb77-1e7d-4ed2-b9c0-8c29c149ab49,ENORTON,8/21/2023 4:38:46 PM,ENORTON,7/15/2024 2:43:01 PM,CRW-01532,1742696.23759055,660602.951819897
1076,CW,5/30/2023 3:48:01 PM,L,10,2% - 5%,P,b32a4141-b647-4c4d-8090-ab06e0d9a3ab,ENORTON,6/5/2023 11:20:39 PM,ENORTON,7/25/2024 2:25:53 PM,CRW-00242,1739426.23920931,667651.385557637
1077,JE,6/20/2023 3:22:02 PM,L,10,2% - 5%,F,a2fbfa59-8714-461e-9d9f-643a2c7aa623,ENORTON,6/28/2023 3:39:38 PM,ENORTON,7/25/2024 1:10:40 PM,CRW-00539,1737232.15960798,667085.027438387
1078,AD,6/28/2023 12:57:09 PM,L,10,2% - 5%,P,a762e654-c52c-424c-aeba-5a23562efc07,ENORTON,7/7/2023 6:35:14 PM,ENORTON,7/25/2024 12:49:53 PM,CRW-00819,1734791.98437022,665093.47859998
1079,KB,9/29/2023 3:13:02 PM,NC,0,<= 2%,NA,7d877e49-cfeb-41c0-a406-30ffb51bdc3f,ENORTON,10/2/2023 4:52:19 PM,ENORTON,10/2/2023 4:52:19 PM,CRW-01822,1725780.67496505,676457.203247815
1080,CW,5/24/2023 9:10:01 PM,L,10,2% - 5%,F,003e8381-f2f2-49e3-84c4-2c725e40fe9d,ENORTON,5/30/2023 5:31:38 PM,ENORTON,7/25/2024 3:19:15 PM,CRW-00087,1738300.74310072,667694.058044478
1081,RL,6/13/2023 12:20:22 PM,L,10,2% - 5%,G,dbc0d0be-3f27-4cb0-aa92-f28b1636ecc4,ENORTON,6/22/2023 1:53:20 PM,ENORTON,7/25/2024 1:51:08 PM,CRW-00392,1736688.60360847,671821.800773233
1082,SD,9/5/2023 2:02:02 PM,L,11,2% - 5%,G,f4842584-7630-4b81-b17f-8e347fd3e135,ENORTON,9/11/2023 4:05:50 PM,ENORTON,7/11/2024 4:38:50 PM,CRW-01701,1729152.34768364,673191.666471809
